"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"11314",,"autotest_code_885.4196553849105413","","One-Time","","12/12/2023, 4:22 PM",,,,false,true,"Invalid reference","12/12/2023, 4:21 PM","","Open",false,,,,,,,,,"11314-2","1-bit symphony [realia] / Tristan Perich.","a08c9e8a-fce8-475c-9fa6-c949137f95a6",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/12/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"PLN","""858.4145970600475411""""""""100%""""100""","""autotest_location_code_253.2849198267158756""""1""""0""","autotest_code_885.4196553849105413",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11314",,"autotest_code_885.4196553849105413","","One-Time","","12/12/2023, 4:22 PM",,,,false,true,"Invalid reference","12/12/2023, 4:21 PM","","Open",false,,,,,,,,,"11314-1","1-bit symphony [realia] / Tristan Perich.","024693d1-1363-4f71-9feb-dc590d9d91a3",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/12/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"EUR","""858.4145970600475411""""""""100%""""100""","""autotest_location_code_253.2849198267158756""""1""""0""","autotest_code_885.4196553849105413",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11291",,"autotest_code_223.49189505019223518","","Ongoing","","12/12/2023, 4:04 PM",,,,false,true,"folio-aqa","12/12/2023, 4:04 PM","","Open",true,,false,false,,,,,,"11291-1","Autotest Tetle_492.2202528657815519","ad918ad7-7304-4d8f-9956-71714d703175",,,,,,,,"","",,"Depository","Physical Resource","12/12/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,2,,,"""""""percentage""",20,"USD","""505.4429285601734515""""""""100%""""20""","""KU/CC/DI/M""""2""""0""","autotest_code_223.49189505019223518",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11290",,"autotest_code_539.3289529079376230","","Ongoing","","12/12/2023, 4:04 PM",,,,false,true,"folio-aqa","12/12/2023, 4:04 PM","","Open",true,,false,false,,,,,,"11290-1","Autotest Tetle_365.10544867980946232","23e10eac-75b2-47d4-8583-8c8a5dbb7c8e",,,,,,,,"","",,"Depository","Physical Resource","12/12/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,2,,,"""""""percentage""",20,"USD","""161.38422056781647226""""""""100%""""20""","""KU/CC/DI/M""""2""""0""","autotest_code_539.3289529079376230",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11288",,"autotest_code_815.6643394490285392","","One-Time","","12/12/2023, 3:58 PM",,,,false,false,"folio-aqa","12/12/2023, 3:57 PM","","Open",true,,,,,,,,,"11288-1","1-bit symphony [realia] / Tristan Perich.","4e59d695-3d13-494e-a499-ce2ae1af1c8e",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Electronic Resource","12/12/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","484.5760959646117502",,,10,5,"""""""percentage""",50,"USD","","""autotest_location_code_453.9438323815449643""""0""""5""",,,,,,,"autotest_code_815.6643394490285392",false,,"Instance, Holding","book",false,,,,,
,"11170",,"GOBI","","One-Time","","12/8/2023, 1:29 PM",,,,false,false,"cypressTestUser482.49389922912655395","12/8/2023, 1:28 PM","","Open",true,,,,,,,,,"11170-1","Crossfire :","0fefc942-0324-4a8b-b30a-131414cd70c1",,,,,,,,"",,,"Purchase At Vendor System","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,,,,,false,false,,,,,20,6,,,"""""""percentage""",120,"USD","","""E""""1""""0"" | ""KU/CC/DI/M""""3""""0"" | ""KU/CC/DI/A""""2""""0""",,,,"","Instance, Holding, Item","book",,false,,,,false,,,,,
,"11164",,"Invalid reference",,"One-Time","","12/8/2023, 12:57 PM",,,,false,false,"folio-aqa","12/8/2023, 12:57 PM","","Open",false,,,,,,,,,"11164-1","autotest_po_line_name-148.8202013199438839",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Partially Paid","User",,,,,,false,false,,"","","1234",110,1,,,"""""""percentage""",110,"USD","""132.04233901442683338""""""""100%""""110""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11162",,"autotest_code_838.7751026457037460","","One-Time","","12/8/2023, 12:51 PM",,,,false,false,"folio-aqa","12/8/2023, 12:51 PM","","Open",false,,,,,,,,,"11162-1","autotest_po_line_name-308.25538527847954312",,,,0,,,,,"","",,"Purchase","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","443.32023967941007460-0{1}",1,1,,,"""""""percentage""",1,"USD","","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11162",,"autotest_code_838.7751026457037460","","One-Time","","12/8/2023, 12:51 PM",,,,false,false,"folio-aqa","12/8/2023, 12:51 PM","","Open",false,,,,,,,,,"11162-2","autotest_po_line_name-406.23451720681277313",,,,0,,,,,"","",,"Purchase","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","443.32023967941007460-0{2}",1,1,,,"""""""percentage""",1,"USD","","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11161",,"autotest_code_436.57210134393114544","","One-Time","","12/8/2023, 12:46 PM",,,,false,true,"folio-aqa","12/8/2023, 12:45 PM","","Open",false,,,,,,,,,"11161-1","1-bit symphony [realia] / Tristan Perich.","9eb2bf40-153c-4a3c-85a7-3e9bc4259cb8",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""252.266176476654542""""""""10""""10""","""autotest_location_code_435.8935894644325859""""1""""0""","autotest_code_436.57210134393114544",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11160",,"autotest_code_436.57210134393114544","","Ongoing","","12/8/2023, 12:45 PM",,,,false,true,"folio-aqa","12/8/2023, 12:44 PM","","Open",false,,false,false,,,,,,"11160-1","1-bit symphony [realia] / Tristan Perich.","430b1c1b-b9e4-4e38-ba64-2ccf63e0854b",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""252.266176476654542""""""""40""""40""","""autotest_location_code_435.8935894644325859""""1""""0""","autotest_code_436.57210134393114544",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11156",,"autotest_code_620.4897886117147953","","One-Time","","12/8/2023, 11:30 AM",,,,false,true,"Invalid reference","12/8/2023, 11:29 AM","","Open",false,,,,,,,,,"11156-1","1-bit symphony [realia] / Tristan Perich.","9b4eadc2-a062-408c-99f1-65dc36276bc0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"EUR","""646.7004268981173952""""""""100%""""100""","""autotest_location_code_668.1548979394073354""""1""""0""","autotest_code_620.4897886117147953",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11156",,"autotest_code_620.4897886117147953","","One-Time","","12/8/2023, 11:30 AM",,,,false,true,"Invalid reference","12/8/2023, 11:29 AM","","Open",false,,,,,,,,,"11156-2","1-bit symphony [realia] / Tristan Perich.","02a79970-6edc-4ecf-af30-98b68eae7896",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"PLN","""646.7004268981173952""""""""100%""""100""","""autotest_location_code_668.1548979394073354""""1""""0""","autotest_code_620.4897886117147953",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11127",,"autotest_code_110.61763380887739475","","One-Time","","12/8/2023, 8:20 AM",,,,false,false,"folio-aqa","12/8/2023, 8:19 AM","","Open",true,,,,,,,,,"11127-1","1-bit symphony [realia] / Tristan Perich.","71ff3859-bb82-4c26-b64e-db1301b4a1ed",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","12/08/2023","12/08/2023","Fully Received","Awaiting Payment","User",,,,,,false,false,,"","","884.9961235493281584",10,7,,,"""""""percentage""",70,"USD","","""autotest_location_code_925.8883037097023398""""7""""0""","autotest_code_110.61763380887739475",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11126",,"autotest_code_606.000211169273224","","One-Time","","12/8/2023, 8:17 AM",,,,false,false,"folio-aqa","12/8/2023, 8:16 AM","","Open",true,,,,,,,,,"11126-1","1-bit symphony [realia] / Tristan Perich.","0ad329f0-b45c-4159-aeff-9066eef12f74",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","12/08/2023","12/08/2023","Fully Received","Awaiting Payment","User",,,,,,false,false,,"","","534.5174821209916329",10,1,,,"""""""percentage""",10,"USD","","""autotest_location_code_145.7990539385405997""""1""""0""","autotest_code_606.000211169273224",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11125",,"autotest_code_519.5178297985949584","","One-Time","","12/8/2023, 8:15 AM",,,,false,false,"folio-aqa","12/8/2023, 8:14 AM","","Open",true,,,,,,,,,"11125-1","1-bit symphony [realia] / Tristan Perich.","b24564d5-7fc1-42f8-b08e-efafb1215d99",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","12/08/2023","12/08/2023","Fully Received","Awaiting Payment","User",,,,,,false,false,,"","","434.03185270419493694",10,1,,,"""""""percentage""",10,"USD","","""autotest_location_code_681.2693446303815444""""1""""0""","autotest_code_519.5178297985949584",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11123",,"autotest_code_865.7204877456984612","","Ongoing","","12/8/2023, 7:09 AM",,,,false,true,"folio-aqa","12/8/2023, 7:08 AM","","Open",false,,false,false,,,,,,"11123-1","1-bit symphony [realia] / Tristan Perich.","32e0fee6-dc67-4785-9862-3f87394c98f3",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""565.8337497021884609""""""""100""""100""","""autotest_location_code_888.9722832397879535""""1""""0""","autotest_code_865.7204877456984612",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11090",,"Invalid reference",,"Ongoing","","12/8/2023, 3:38 AM",,,,false,false,"Invalid reference","12/8/2023, 3:38 AM","","Open",false,,false,false,,,,,"","11090-1","autotest_pol_905.35834097814578",,,,,,,,,"","",,"Approval Plan","Other","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","","","Invalid reference",,,"","None",,,,,,,,,,,,"autotest_renewal_note_380.8085581947121378"
,"11084",,"Invalid reference",,"Ongoing","","12/8/2023, 3:15 AM",,,,false,true,"folio-aqa","12/8/2023, 3:15 AM","","Open",false,,false,false,,,,,,"11084-1","autotest_po_line_name-902.0747870372941918",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","1234",100,1,,,"""""""percentage""",100,"USD","""315.65054296615733761""""""""100%""""100""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11083",,"Invalid reference",,"Ongoing","","12/8/2023, 3:15 AM",,,,false,true,"folio-aqa","12/8/2023, 3:15 AM","","Open",false,,false,false,,,,,,"11083-1","autotest_po_line_name-972.1970262095534625",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","1234",100,1,,,"""""""percentage""",100,"USD","""708.1096559537622360""""""""100%""""100""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11082",,"Invalid reference",,"One-Time","","12/8/2023, 3:13 AM",,,,false,true,"folio-aqa","12/8/2023, 3:13 AM","","Open",true,,,,,,,,,"11082-1","autotest_po_line_name-385.83708207097567301",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","1234",98,1,,,"""""""percentage""",98,"USD","""453.68706958062756564""""""""100%""""98""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11081",,"Invalid reference",,"One-Time","","12/8/2023, 3:12 AM",,,,false,true,"folio-aqa","12/8/2023, 3:12 AM","","Open",true,,,,,,,,,"11081-1","autotest_po_line_name-546.960782572047513",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",98,1,,,"""""""percentage""",98,"USD","""617.533279368325723""""""""100%""""98""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11080",,"Invalid reference",,"One-Time","","12/8/2023, 3:11 AM",,,,false,true,"folio-aqa","12/8/2023, 3:11 AM","","Open",true,,,,,,,,,"11080-1","autotest_po_line_name-214.33291626817774506",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",98,1,,,"""""""percentage""",98,"USD","""299.5376831598621627""""""""100%""""98""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11079",,"Invalid reference",,"One-Time","","12/8/2023, 3:10 AM",,,,false,true,"folio-aqa","12/8/2023, 3:10 AM","","Open",false,,,,,,,,,"11079-1","autotest_po_line_name-481.0946993260990313",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","1234",1,1,,,"""""""percentage""",1,"USD","""926.9226275037208956""""""""100%""""1""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11078",,"Invalid reference",,"One-Time","","12/8/2023, 3:09 AM",,,,false,true,"folio-aqa","12/8/2023, 3:09 AM","","Open",false,,,,,,,,,"11078-1","autotest_po_line_name-796.418991500685410",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","1234",1,1,,,"""""""percentage""",1,"USD","""926.9226275037208956""""""""100%""""1""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11077",,"Invalid reference",,"One-Time","","12/8/2023, 3:07 AM",,,,false,false,"folio-aqa","12/8/2023, 3:07 AM","","Open",false,,,,,,,,,"11077-1","autotest_title_880.515895851045896","994652a4-c4cd-49f6-94cb-1d8ddd058a88",,,,,,,,"","",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""492.210399930872393""""""""100%""""50""","""E""""5""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11074",,"Invalid reference",,"One-Time","","12/8/2023, 3:02 AM",,,,false,true,"folio-aqa","12/8/2023, 3:02 AM","","Open",false,,,,,,,,,"11074-1","autotest_po_line_name-953.318714863489249",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",10,1,,,"""""""percentage""",10,"USD","""768.678611553502585""""""""100%""""10""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11074",,"Invalid reference",,"One-Time","","12/8/2023, 3:02 AM",,,,false,true,"folio-aqa","12/8/2023, 3:02 AM","","Open",false,,,,,,,,,"11074-2","autotest_po_line_name-145.368849255985649",,,,0,,,,,"","",,"Other","Other","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","1234",10,1,,,"""""""percentage""",10,"USD","""768.678611553502585""""""""100%""""10""","","Invalid reference",,,"","None",,,false,,"None",,false,,,,,
,"11072",,"autotest_code_779.2729798731144931","","One-Time","","12/8/2023, 1:52 AM",,,,false,true,"folio-aqa","12/8/2023, 1:51 AM","","Open",true,,,,,,,,,"11072-1","1-bit symphony [realia] / Tristan Perich.","54066849-190a-444e-a39e-35358df3e8b5",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""903.4173714405758929""""Electronic""""10""""10""","""autotest_location_code_320.7146282548988377""""1""""0""","autotest_code_779.2729798731144931",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11071",,"autotest_code_928.9024791733808461","","One-Time","","12/8/2023, 1:51 AM",,,,false,true,"folio-aqa","12/8/2023, 1:51 AM","","Open",true,,,,,,,,,"11071-1","1-bit symphony [realia] / Tristan Perich.","7cad2b0c-9a4c-4fbe-8a36-8fc24e8bc812",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""533.8839526490783460""""Print""""10""""10""","""autotest_location_code_540.5117907626613345""""1""""0""","autotest_code_928.9024791733808461",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11070",,"autotest_code_808.7318096542178351","","One-Time","","12/8/2023, 1:51 AM",,,,false,true,"folio-aqa","12/8/2023, 1:50 AM","","Open",true,,,,,,,,,"11070-1","1-bit symphony [realia] / Tristan Perich.","f0b8485d-cafa-4bb4-8843-4f3ebcc9a11c",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""227.20130876867302350""""Electronic""""10""""10""","""autotest_location_code_162.71753915010976103""""1""""0""","autotest_code_808.7318096542178351",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11069",,"autotest_code_928.9024791733808461","","One-Time","","12/8/2023, 1:51 AM",,,,false,true,"folio-aqa","12/8/2023, 1:50 AM","","Open",true,,,,,,,,,"11069-1","1-bit symphony [realia] / Tristan Perich.","f0b8485d-cafa-4bb4-8843-4f3ebcc9a11c",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""533.8839526490783460""""Electronic""""10""""10""","""autotest_location_code_540.5117907626613345""""1""""0""","autotest_code_928.9024791733808461",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"11068",,"autotest_code_173.85604232041322293","","One-Time","","12/8/2023, 1:49 AM",,,,false,true,"folio-aqa","12/8/2023, 1:48 AM","","Open",true,,,,,,,,,"11068-1","1-bit symphony [realia] / Tristan Perich.","d65f47f6-033e-4859-b0be-4df2d489d972",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","12/08/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""311.19861786081924292""""Electronic""""10""""10""","""autotest_location_code_772.2738203474656962""""1""""0""","autotest_code_173.85604232041322293",,,"","Instance, Holding, Item","book",,,,,,,,,,,
